county_fips,county_name,state_name,state_code,median_home_value_all,median_home_value_4br,median_home_value_5br,dem_pct,rep_pct,lean_score,gun_law_grade,gun_death_rate,population,exotic_animal_rating,allows_primates,allows_big_cats,allows_reptiles,marijuana_status,recreational_legal,medical_legal,permissiveness_score,median_home_value_all_formatted,median_home_value_4br_formatted,median_home_value_5br_formatted,political_lean,gun_law_strength
27039.0,Dodge County,MN,MN,319410.37955414766,363794.6288320733,455064.5209430396,33.7,66.3,-32.6,B,10.6,11262,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$319,410","$363,795","$455,065",Strong Republican,Moderate
19027.0,Carroll County,IA,IA,199997.73290803327,229427.6033150984,302643.99936484126,28.7,71.3,-42.6,F,11.2,6058,Restrictive,No,No,Yes,CBD Only,No,No,1,"$199,998","$229,428","$302,644",Strong Republican,Minimal
26129.0,Ogemaw County,MI,MI,165268.81748423734,285623.1644046833,,28.7,71.3,-42.6,B+,14.6,25677,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$165,269","$285,623",N/A,Strong Republican,Moderate
19021.0,Buena Vista County,IA,IA,183677.29539733104,234992.4695571352,278270.3914362183,33.2,66.8,-33.6,F,11.2,15724,Restrictive,No,No,Yes,CBD Only,No,No,1,"$183,677","$234,992","$278,270",Strong Republican,Minimal
31177.0,Washington County,NE,NE,384295.8569886808,473643.9563450597,584680.8379327382,28.5,71.5,-43.0,F,10.5,10178,Restrictive,No,No,Yes,Decriminalized,No,No,2,"$384,296","$473,644","$584,681",Strong Republican,Minimal
5029.0,Conway County,AR,AR,164018.0369150069,266393.3029516398,,29.4,70.6,-41.2,F,23.3,11980,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$164,018","$266,393",N/A,Strong Republican,Minimal
19105.0,Jones County,IA,IA,226438.1549665313,292106.01319966896,378494.1050213908,36.6,63.4,-26.8,F,11.2,14200,Restrictive,No,No,Yes,CBD Only,No,No,1,"$226,438","$292,106","$378,494",Strong Republican,Minimal
13199.0,Meriwether County,GA,GA,209007.88823910747,319802.95898399974,395742.3588320258,37.2,62.8,-25.6,F,19.1,6229,Permissive,Limited,Limited,Yes,CBD Only,No,No,1,"$209,008","$319,803","$395,742",Strong Republican,Minimal
54043.0,Lincoln County,WV,WV,108130.74890018992,178069.9451664542,,18.1,81.9,-63.8,F,17.8,25969,Permissive,Yes,Limited,Yes,Medical Only,No,Yes,3,"$108,131","$178,070",N/A,Strong Republican,Minimal
51027.0,Buchanan County,VA,VA,80803.79458400741,141717.90533646246,,14.6,85.4,-70.8,B+,13.6,13467,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$80,804","$141,718",N/A,Strong Republican,Moderate
22093.0,Saint James Parish,LA,LA,197159.6590090392,308026.5294414064,,47.7,52.3,-4.6,F,28.2,24124,Permissive,Yes,Limited,Yes,Medical Only,No,Yes,3,"$197,160","$308,027",N/A,Swing,Minimal
21003.0,Allen County,KY,KY,191331.70111665336,296748.39676580456,373274.9986486742,16.1,83.9,-67.8,F,19.4,7289,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$191,332","$296,748","$373,275",Strong Republican,Minimal
19019.0,Buchanan County,IA,IA,217062.35175783996,253152.3476582178,359244.1183287252,35.7,64.3,-28.6,F,11.2,6239,Restrictive,No,No,Yes,CBD Only,No,No,1,"$217,062","$253,152","$359,244",Strong Republican,Minimal
40153.0,Woodward County,OK,OK,132048.91171014984,237259.70625786853,,13.4,86.6,-73.2,F,20.7,10370,Permissive,Limited,Limited,Yes,Medical Only,No,Yes,3,"$132,049","$237,260",N/A,Strong Republican,Minimal
18075.0,Jay County,IN,IN,153805.66956666988,192835.00138610665,233556.47430818548,21.9,78.1,-56.2,F,16.7,21170,Moderate,Limited,Limited,Yes,CBD Only,No,No,1,"$153,806","$192,835","$233,556",Strong Republican,Minimal
48089.0,Colorado County,TX,TX,296085.4426724733,415635.3174935609,,21.1,78.9,-57.8,F,15.6,5125,Permissive,Yes,Yes,Yes,CBD Only,No,No,1,"$296,085","$415,635",N/A,Strong Republican,Minimal
55061.0,Kewaunee County,WI,WI,297727.6301276608,320557.0805081048,,32.9,67.1,-34.2,C,11.9,17504,Permissive,Yes,Yes,Yes,CBD Only,No,No,1,"$297,728","$320,557",N/A,Strong Republican,Weak
5149.0,Yell County,AR,AR,157394.6414481332,,,19.1,80.9,-61.8,F,23.3,28857,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$157,395",N/A,N/A,Strong Republican,Minimal
37079.0,Greene County,NC,NC,177255.65693178316,258690.9218822304,,40.9,59.1,-18.2,D,16.2,20398,Permissive,Yes,Yes,Yes,Decriminalized,No,No,2,"$177,256","$258,691",N/A,Lean Republican,Very Weak
13081.0,Crisp County,GA,GA,130657.74685878036,291568.92167098174,,37.0,63.0,-26.0,F,19.1,26726,Permissive,Limited,Limited,Yes,CBD Only,No,No,1,"$130,658","$291,569",N/A,Strong Republican,Minimal
56041.0,Uinta County,WY,WY,320206.1266137939,381690.67419722746,458293.4955973704,17.7,82.3,-64.6,F,26.1,28735,Moderate,Limited,No,Yes,Fully Illegal,No,No,0,"$320,206","$381,691","$458,293",Strong Republican,Minimal
19087.0,Henry County,IA,IA,178742.24337665597,221567.85580277003,271437.0426872221,31.7,68.3,-36.6,F,11.2,11638,Restrictive,No,No,Yes,CBD Only,No,No,1,"$178,742","$221,568","$271,437",Strong Republican,Minimal
21051.0,Clay County,KY,KY,109885.55404134718,,,9.3,90.7,-81.4,F,19.4,11570,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$109,886",N/A,N/A,Strong Republican,Minimal
55001.0,Adams County,WI,WI,239648.1168460038,387762.4303004069,,36.4,63.6,-27.2,C,11.9,8249,Permissive,Yes,Yes,Yes,CBD Only,No,No,1,"$239,648","$387,762",N/A,Strong Republican,Weak
48489.0,Willacy County,TX,TX,122392.97848704337,,,48.5,51.5,-3.0,F,15.6,14110,Permissive,Yes,Yes,Yes,CBD Only,No,No,1,"$122,393",N/A,N/A,Swing,Minimal
18049.0,Fulton County,IN,IN,191967.97534913328,240228.33116253416,271572.3469733594,24.0,76.0,-52.0,F,16.7,12595,Moderate,Limited,Limited,Yes,CBD Only,No,No,1,"$191,968","$240,228","$271,572",Strong Republican,Minimal
51079.0,Greene County,VA,VA,370649.4366584446,501520.2710054268,618930.1515788144,37.5,62.5,-25.0,B+,13.6,18605,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$370,649","$501,520","$618,930",Strong Republican,Moderate
48057.0,Calhoun County,TX,TX,198099.43574316663,345424.3323712283,,24.3,75.7,-51.4,F,15.6,17115,Permissive,Yes,Yes,Yes,CBD Only,No,No,1,"$198,099","$345,424",N/A,Strong Republican,Minimal
53001.0,Adams County,WA,WA,311901.9110683366,364140.1024846977,423227.5921811144,27.9,72.1,-44.2,A-,10.9,11294,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$311,902","$364,140","$423,228",Strong Republican,Strong
5057.0,Hempstead County,AR,AR,117684.31453429574,,,29.8,70.2,-40.4,F,23.3,27911,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$117,684",N/A,N/A,Strong Republican,Minimal
21027.0,Breckinridge County,KY,KY,154730.0201275373,273834.3335236245,347456.34140742064,20.5,79.5,-59.0,F,19.4,10757,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$154,730","$273,834","$347,456",Strong Republican,Minimal
18015.0,Carroll County,IN,IN,223955.9673606327,300774.05018221674,320310.579090023,23.5,76.5,-53.0,F,16.7,17595,Moderate,Limited,Limited,Yes,CBD Only,No,No,1,"$223,956","$300,774","$320,311",Strong Republican,Minimal
48285.0,Lavaca County,TX,TX,282477.928105819,370912.5369845594,,11.7,88.3,-76.6,F,15.6,6969,Permissive,Yes,Yes,Yes,CBD Only,No,No,1,"$282,478","$370,913",N/A,Strong Republican,Minimal
21017.0,Bourbon County,KY,KY,240005.50119962383,352029.13640534435,417729.8645279102,32.9,67.1,-34.2,F,19.4,15985,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$240,006","$352,029","$417,730",Strong Republican,Minimal
25007.0,Dukes County,MA,MA,1510915.289414431,1921373.6983896035,3139965.557923094,76.9,23.1,53.8,A+,3.7,22275,Very Restrictive,No,No,Limited,Fully Legal,Yes,Yes,5,"$1,510,915","$1,921,374","$3,139,966",Strong Democrat,Strong
20099.0,Labette County,KS,KS,92978.52730748655,154401.5329194064,193539.5970302364,13.5,86.5,-73.0,F,16.8,9470,Restrictive,No,No,Yes,Fully Illegal,No,No,0,"$92,979","$154,402","$193,540",Strong Republican,Minimal
49007.0,Carbon County,UT,UT,271584.9008490001,,,27.3,72.7,-45.4,F,13.6,28559,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$271,585",N/A,N/A,Strong Republican,Minimal
1099.0,Monroe County,AL,AL,131317.99850252448,,,38.4,61.6,-23.2,F,23.6,15225,Moderate,No,Limited,Yes,Medical Only,No,Yes,3,"$131,318",N/A,N/A,Strong Republican,Minimal
22083.0,Richland Parish,LA,LA,156954.67869604903,241366.2871452877,,28.5,71.5,-43.0,F,28.2,14556,Permissive,Yes,Limited,Yes,Medical Only,No,Yes,3,"$156,955","$241,366",N/A,Strong Republican,Minimal
19191.0,Winneshiek County,IA,IA,312680.9273486535,370819.1013842732,431952.3287319525,45.3,54.7,-9.4,F,11.2,29704,Restrictive,No,No,Yes,CBD Only,No,No,1,"$312,681","$370,819","$431,952",Lean Republican,Minimal
13091.0,Dodge County,GA,GA,135528.3829203648,253078.10924344533,,25.0,75.0,-50.0,F,19.1,14206,Permissive,Limited,Limited,Yes,CBD Only,No,No,1,"$135,528","$253,078",N/A,Strong Republican,Minimal
35027.0,Lincoln County,NM,NM,351561.35287062667,577906.6174083891,,30.4,69.6,-39.2,C+,22.7,14991,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$351,561","$577,907",N/A,Strong Republican,Weak
27091.0,Martin County,MN,MN,209981.12082956164,260149.94257420528,307561.93720327195,29.9,70.1,-40.2,B,10.6,28196,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$209,981","$260,150","$307,562",Strong Republican,Moderate
13303.0,Washington County,GA,GA,140220.00727921352,257652.51397617604,,49.0,51.0,-2.0,F,19.1,12519,Permissive,Limited,Limited,Yes,CBD Only,No,No,1,"$140,220","$257,653",N/A,Swing,Minimal
48457.0,Tyler County,TX,TX,165856.3887157902,282402.58995849907,,13.2,86.8,-73.6,F,15.6,18669,Permissive,Yes,Yes,Yes,CBD Only,No,No,1,"$165,856","$282,403",N/A,Strong Republican,Minimal
22041.0,Franklin Parish,LA,LA,112566.80069751592,,,22.9,77.1,-54.2,F,28.2,9612,Permissive,Yes,Limited,Yes,Medical Only,No,Yes,3,"$112,567",N/A,N/A,Strong Republican,Minimal
55119.0,Taylor County,WI,WI,217941.0558347609,,,25.6,74.4,-48.8,C,11.9,17373,Permissive,Yes,Yes,Yes,CBD Only,No,No,1,"$217,941",N/A,N/A,Strong Republican,Weak
18147.0,Spencer County,IN,IN,223285.9662969239,311080.8484864502,383778.9181418063,,,,F,16.7,22582,Moderate,Limited,Limited,Yes,CBD Only,No,No,1,"$223,286","$311,081","$383,779",Unknown,Minimal
46035.0,Davison County,SD,SD,248966.84535462505,293872.2224464299,423694.2117990271,30.6,69.4,-38.8,F,13.7,20552,Moderate,Limited,Limited,Yes,Medical Only,No,Yes,3,"$248,967","$293,872","$423,694",Strong Republican,Minimal
47041.0,Dekalb County,TN,TN,288850.4988026605,473760.35277168994,658539.641288194,18.3,81.7,-63.4,F,20.6,19646,Moderate,Limited,Limited,Yes,CBD Only,No,No,1,"$288,850","$473,760","$658,540",Strong Republican,Minimal
48337.0,Montague County,TX,TX,254897.0003477269,371389.98611839325,,10.8,89.2,-78.4,F,15.6,10238,Permissive,Yes,Yes,Yes,CBD Only,No,No,1,"$254,897","$371,390",N/A,Strong Republican,Minimal
40001.0,Adair County,OK,OK,169072.6575444832,260526.5383661579,,18.0,82.0,-64.0,F,20.7,20577,Permissive,Limited,Limited,Yes,Medical Only,No,Yes,3,"$169,073","$260,527",N/A,Strong Republican,Minimal
48123.0,De Witt County,TX,TX,216187.91774248448,299584.28468398674,,16.1,83.9,-67.8,F,15.6,27473,Permissive,Yes,Yes,Yes,CBD Only,No,No,1,"$216,188","$299,584",N/A,Strong Republican,Minimal
29217.0,Vernon County,MO,MO,172308.78089254463,267625.87846900994,356648.3434587324,20.0,80.0,-60.0,F,23.9,27641,Permissive,Yes,Limited,Yes,Fully Legal,Yes,Yes,5,"$172,309","$267,626","$356,648",Strong Republican,Minimal
28153.0,Wayne County,MS,MS,127009.30620305412,,,33.5,66.5,-33.0,F,29.4,20504,Permissive,Limited,Limited,Yes,Medical Only,No,Yes,3,"$127,009",N/A,N/A,Strong Republican,Minimal
47159.0,Smith County,TN,TN,292816.3445992417,437720.39273523627,,17.2,82.8,-65.6,F,20.6,29089,Moderate,Limited,Limited,Yes,CBD Only,No,No,1,"$292,816","$437,720",N/A,Strong Republican,Minimal
18117.0,Orange County,IN,IN,178625.40345433462,249575.1025206441,330231.0140875728,23.5,76.5,-53.0,F,16.7,8719,Moderate,Limited,Limited,Yes,CBD Only,No,No,1,"$178,625","$249,575","$330,231",Strong Republican,Minimal
21231.0,Wayne County,KY,KY,167382.71160628358,243682.0869659893,305765.67752887245,16.7,83.3,-66.6,F,19.4,5302,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$167,383","$243,682","$305,766",Strong Republican,Minimal
48253.0,Jones County,TX,TX,139608.73798506087,260506.63764664903,,13.0,87.0,-74.0,F,15.6,17144,Permissive,Yes,Yes,Yes,CBD Only,No,No,1,"$139,609","$260,507",N/A,Strong Republican,Minimal
48177.0,Gonzales County,TX,TX,260829.0252982496,344696.1783724012,,21.8,78.2,-56.4,F,15.6,22370,Permissive,Yes,Yes,Yes,CBD Only,No,No,1,"$260,829","$344,696",N/A,Strong Republican,Minimal
17041.0,Douglas County,IL,IL,151657.929080004,213848.8244701784,289362.1638022492,26.6,73.4,-46.8,A-,14.1,15055,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$151,658","$213,849","$289,362",Strong Republican,Strong
13211.0,Morgan County,GA,GA,455995.5093637432,585902.0202345203,727006.7921034876,,,,F,19.1,9440,Permissive,Limited,Limited,Yes,CBD Only,No,No,1,"$455,996","$585,902","$727,007",Unknown,Minimal
30053.0,Lincoln County,MT,MT,417278.7174183498,537301.6821184916,616012.0201252452,22.7,77.3,-54.6,F,23.1,26293,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$417,279","$537,302","$616,012",Strong Republican,Minimal
49013.0,Duchesne County,UT,UT,358669.4434294501,380779.32496446295,462603.44742907473,11.4,88.6,-77.2,F,13.6,8072,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$358,669","$380,779","$462,603",Strong Republican,Minimal
13229.0,Pierce County,GA,GA,215215.391787468,355165.4136483106,,11.2,88.8,-77.6,F,19.1,18598,Permissive,Limited,Limited,Yes,CBD Only,No,No,1,"$215,215","$355,165",N/A,Strong Republican,Minimal
6063.0,Plumas County,CA,CA,360517.93449799926,521928.1094531046,672010.8563214793,41.3,58.7,-17.4,A,9.0,19287,Very Restrictive,No,No,Limited,Fully Legal,Yes,Yes,5,"$360,518","$521,928","$672,011",Lean Republican,Strong
12059.0,Holmes County,FL,FL,185389.2330524247,288008.6316754666,,9.7,90.3,-80.6,C-,14.4,18965,Moderate,Limited,Limited,Yes,Medical Only,No,Yes,3,"$185,389","$288,009",N/A,Strong Republican,Weak
47173.0,Union County,TN,TN,279703.4647658624,406505.3425263716,,14.1,85.9,-71.8,F,20.6,24508,Moderate,Limited,Limited,Yes,CBD Only,No,No,1,"$279,703","$406,505",N/A,Strong Republican,Minimal
22037.0,East Feliciana Parish,LA,LA,209371.50355602708,,,39.0,61.0,-22.0,F,28.2,14519,Permissive,Yes,Limited,Yes,Medical Only,No,Yes,3,"$209,372",N/A,N/A,Strong Republican,Minimal
19065.0,Fayette County,IA,IA,149891.28177890964,225521.20562790407,299788.7805353206,34.5,65.5,-31.0,F,11.2,18380,Restrictive,No,No,Yes,CBD Only,No,No,1,"$149,891","$225,521","$299,789",Strong Republican,Minimal
21155.0,Marion County,KY,KY,216391.3248440264,286113.83104411024,350578.8646377683,28.0,72.0,-44.0,F,19.4,16865,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$216,391","$286,114","$350,579",Strong Republican,Minimal
20021.0,Cherokee County,KS,KS,121625.19695003316,209641.9213700113,217653.5213387317,23.0,77.0,-54.0,F,16.8,13125,Restrictive,No,No,Yes,Fully Illegal,No,No,0,"$121,625","$209,642","$217,654",Strong Republican,Minimal
19097.0,Jackson County,IA,IA,225993.1557824857,287207.6464327843,370408.3981194777,33.5,66.5,-33.0,F,11.2,8291,Restrictive,No,No,Yes,CBD Only,No,No,1,"$225,993","$287,208","$370,408",Strong Republican,Minimal
1087.0,Macon County,AL,AL,125070.0224247009,194459.2053037988,,78.3,21.7,56.6,F,23.6,9033,Moderate,No,Limited,Yes,Medical Only,No,Yes,3,"$125,070","$194,459",N/A,Strong Democrat,Minimal
48161.0,Freestone County,TX,TX,229835.5018580087,330112.26963961247,,16.6,83.4,-66.8,F,15.6,10105,Permissive,Yes,Yes,Yes,CBD Only,No,No,1,"$229,836","$330,112",N/A,Strong Republican,Minimal
5113.0,Polk County,AR,AR,180630.1367927836,280421.4738504612,,14.1,85.9,-71.8,F,23.3,22087,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$180,630","$280,421",N/A,Strong Republican,Minimal
55067.0,Langlade County,WI,WI,210466.89850029687,231105.0518162108,,32.5,67.5,-35.0,C,11.9,13133,Permissive,Yes,Yes,Yes,CBD Only,No,No,1,"$210,467","$231,105",N/A,Strong Republican,Weak
56023.0,Lincoln County,WY,WY,504067.1231569483,627038.5679234118,,15.3,84.7,-69.4,F,26.1,21958,Moderate,Limited,No,Yes,Fully Illegal,No,No,0,"$504,067","$627,039",N/A,Strong Republican,Minimal
13105.0,Elbert County,GA,GA,175193.76910720102,301259.5957079958,,28.2,71.8,-43.6,F,19.1,10704,Permissive,Limited,Limited,Yes,CBD Only,No,No,1,"$175,194","$301,260",N/A,Strong Republican,Minimal
8015.0,Chaffee County,CO,CO,691342.6957448251,898114.0362151992,1031803.5179999088,57.0,43.0,14.0,B,15.4,12848,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$691,343","$898,114","$1,031,804",Lean Democrat,Moderate
37149.0,Polk County,NC,NC,306099.58425201866,651534.7703064614,850954.538318119,37.3,62.7,-25.4,D,16.2,26592,Permissive,Yes,Yes,Yes,Decriminalized,No,No,2,"$306,100","$651,535","$850,955",Strong Republican,Very Weak
1091.0,Marengo County,AL,AL,133862.8742968996,,,48.1,51.9,-3.8,F,23.6,17975,Moderate,No,Limited,Yes,Medical Only,No,Yes,3,"$133,863",N/A,N/A,Swing,Minimal
5003.0,Ashley County,AR,AR,81794.71848161767,,,25.6,74.4,-48.8,F,23.3,11924,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$81,795",N/A,N/A,Strong Republican,Minimal
29015.0,Benton County,MO,MO,178318.64737057127,331720.9060933555,394817.7960451725,20.3,79.7,-59.4,F,23.9,25212,Permissive,Yes,Limited,Yes,Fully Legal,Yes,Yes,5,"$178,319","$331,721","$394,818",Strong Republican,Minimal
24029.0,Kent County,MD,MD,375273.1381326181,483873.45471851976,691567.1774928252,48.6,51.4,-2.8,A-,13.5,24614,Very Restrictive,No,No,Limited,Fully Legal,Yes,Yes,5,"$375,273","$483,873","$691,567",Swing,Strong
54047.0,McDowell County,WV,WV,39398.18265856227,48062.68498605688,,19.4,80.6,-61.2,F,17.8,5488,Permissive,Yes,Limited,Yes,Medical Only,No,Yes,3,"$39,398","$48,063",N/A,Strong Republican,Minimal
21213.0,Simpson County,KY,KY,248775.98178059168,320301.59375655686,412397.64250139246,27.8,72.2,-44.4,F,19.4,12114,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$248,776","$320,302","$412,398",Strong Republican,Minimal
21215.0,Spencer County,KY,KY,360679.3426494412,468238.886737363,,21.3,78.7,-57.4,F,19.4,20740,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$360,679","$468,239",N/A,Strong Republican,Minimal
1107.0,Pickens County,AL,AL,136911.51610346008,,,38.3,61.7,-23.4,F,23.6,8173,Moderate,No,Limited,Yes,Medical Only,No,Yes,3,"$136,912",N/A,N/A,Strong Republican,Minimal
45049.0,Hampton County,SC,SC,144857.5654636399,258928.22277875495,,53.2,46.8,6.4,F,21.5,6667,Moderate,Yes,No,Yes,Fully Illegal,No,No,0,"$144,858","$258,928",N/A,Lean Democrat,Minimal
35041.0,Roosevelt County,NM,NM,140033.33544987414,227219.65553539357,,28.0,72.0,-44.0,C+,22.7,9114,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$140,033","$227,220",N/A,Strong Republican,Weak
21099.0,Hart County,KY,KY,178817.86871837158,286568.4041969528,413775.0562467685,19.7,80.3,-60.6,F,19.4,8553,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$178,818","$286,568","$413,775",Strong Republican,Minimal
1013.0,Butler County,AL,AL,113091.49137080746,234962.1222796978,,38.6,61.4,-22.8,F,23.6,12761,Moderate,No,Limited,Yes,Medical Only,No,Yes,3,"$113,091","$234,962",N/A,Strong Republican,Minimal
35028.0,Los Alamos County,NM,NM,599938.0617432281,686662.8908066753,786815.8372755287,65.6,34.4,31.2,C+,22.7,6000,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$599,938","$686,663","$786,816",Strong Democrat,Weak
18123.0,Perry County,IN,IN,180391.8892524352,252381.46115998516,265944.7690058564,34.9,65.1,-30.2,F,16.7,20638,Moderate,Limited,Limited,Yes,CBD Only,No,No,1,"$180,392","$252,381","$265,945",Strong Republican,Minimal
40091.0,McIntosh County,OK,OK,184676.3837954852,317318.0530546365,,23.3,76.7,-53.4,F,20.7,22772,Permissive,Limited,Limited,Yes,Medical Only,No,Yes,3,"$184,676","$317,318",N/A,Strong Republican,Minimal
45081.0,Saluda County,SC,SC,200752.80277759864,431546.7269233559,,27.6,72.4,-44.8,F,21.5,10450,Moderate,Yes,No,Yes,Fully Illegal,No,No,0,"$200,753","$431,547",N/A,Strong Republican,Minimal
29157.0,Perry County,MO,MO,214948.71464506455,225310.96839771385,299524.23741450097,18.0,82.0,-64.0,F,23.9,8712,Permissive,Yes,Limited,Yes,Fully Legal,Yes,Yes,5,"$214,949","$225,311","$299,524",Strong Republican,Minimal
55047.0,Green Lake County,WI,WI,275925.22947183525,345514.6795059408,,31.6,68.4,-36.8,C,11.9,6367,Permissive,Yes,Yes,Yes,CBD Only,No,No,1,"$275,925","$345,515",N/A,Strong Republican,Weak
22029.0,Concordia Parish,LA,LA,110421.06482540724,,,32.6,67.4,-34.8,F,28.2,13189,Permissive,Yes,Limited,Yes,Medical Only,No,Yes,3,"$110,421",N/A,N/A,Strong Republican,Minimal
27161.0,Waseca County,MN,MN,249737.95794465477,285114.7283385684,333474.59744020895,33.4,66.6,-33.2,B,10.6,14013,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$249,738","$285,115","$333,475",Strong Republican,Moderate
46005.0,Beadle County,SD,SD,184253.64840742503,,,29.5,70.5,-41.0,F,13.7,21838,Moderate,Limited,Limited,Yes,Medical Only,No,Yes,3,"$184,254",N/A,N/A,Strong Republican,Minimal
47085.0,Humphreys County,TN,TN,240290.31214623284,329065.2572764925,,21.6,78.4,-56.8,F,20.6,24156,Moderate,Limited,Limited,Yes,CBD Only,No,No,1,"$240,290","$329,065",N/A,Strong Republican,Minimal
28141.0,Tishomingo County,MS,MS,186642.7202811752,313989.2732121376,,10.3,89.7,-79.4,F,29.4,8726,Permissive,Limited,Limited,Yes,Medical Only,No,Yes,3,"$186,643","$313,989",N/A,Strong Republican,Minimal
37185.0,Warren County,NC,NC,230058.18352019356,539857.8393379571,,59.6,40.4,19.2,D,16.2,28616,Permissive,Yes,Yes,Yes,Decriminalized,No,No,2,"$230,058","$539,858",N/A,Lean Democrat,Very Weak
39125.0,Paulding County,OH,OH,152487.1673138159,206056.89581500672,220140.0787004686,21.6,78.4,-56.8,F,14.8,9806,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$152,487","$206,057","$220,140",Strong Republican,Minimal
21001.0,Adair County,KY,KY,164998.84747950418,277717.75503587275,347105.5179580275,14.1,85.9,-71.8,F,19.4,7190,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$164,999","$277,718","$347,106",Strong Republican,Minimal
17033.0,Crawford County,IL,IL,127873.03311986204,,,23.3,76.7,-53.4,A-,14.1,14108,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$127,873",N/A,N/A,Strong Republican,Strong
27055.0,Houston County,MN,MN,312892.87991263374,371909.58473979327,441549.28668556415,41.6,58.4,-16.8,B,10.6,17178,Moderate,Limited,No,Yes,Fully Legal,Yes,Yes,5,"$312,893","$371,910","$441,549",Lean Republican,Moderate
6027.0,Inyo County,CA,CA,511826.8241803774,632005.6218047816,746640.7399569051,48.5,51.5,-3.0,A,9.0,7875,Very Restrictive,No,No,Limited,Fully Legal,Yes,Yes,5,"$511,827","$632,006","$746,641",Swing,Strong
28025.0,Clay County,MS,MS,143577.80964334967,249657.34158145613,323905.94966158463,55.3,44.7,10.6,F,29.4,10592,Permissive,Limited,Limited,Yes,Medical Only,No,Yes,3,"$143,578","$249,657","$323,906",Lean Democrat,Minimal
13231.0,Pike County,GA,GA,370532.436524496,461925.27122831554,552407.8898872095,13.2,86.8,-73.6,F,19.1,22824,Permissive,Limited,Limited,Yes,CBD Only,No,No,1,"$370,532","$461,925","$552,408",Strong Republican,Minimal
16045.0,Gem County,ID,ID,466427.12542533287,593853.6532616656,739531.7830786696,16.3,83.7,-67.4,F,16.3,17592,Moderate,Limited,No,Yes,Fully Illegal,No,No,0,"$466,427","$593,854","$739,532",Strong Republican,Minimal
21097.0,Harrison County,KY,KY,223546.27933775092,337770.9456801743,,25.4,74.6,-49.2,F,19.4,13927,Moderate,Limited,No,Yes,Medical Only,No,Yes,3,"$223,546","$337,771",N/A,Strong Republican,Minimal
48117.0,Deaf Smith County,TX,TX,173749.77277279776,,,22.8,77.2,-54.4,F,15.6,27443,Permissive,Yes,Yes,Yes,CBD Only,No,No,1,"$173,750",N/A,N/A,Strong Republican,Minimal
8089.0,Otero County,CO,CO,157293.9238671337,228147.6957385408,260190.9303852176,36.4,63.6,-27.2,B,15.4,19437,Restrictive,No,No,Yes,Fully Legal,Yes,Yes,5,"$157,294","$228,148","$260,191",Strong Republican,Moderate
19157.0,Poweshiek County,IA,IA,213453.0238528528,259875.65401924856,347766.0994783633,41.4,58.6,-17.2,F,11.2,16530,Restrictive,No,No,Yes,CBD Only,No,No,1,"$213,453","$259,876","$347,766",Lean Republican,Minimal
29186.0,Sainte Genevieve County,MO,MO,251081.42593816508,296895.81872751395,,27.2,72.8,-45.6,F,23.9,12010,Permissive,Yes,Limited,Yes,Fully Legal,Yes,Yes,5,"$251,081","$296,896",N/A,Strong Republican,Minimal
20041.0,Dickinson County,KS,KS,166509.2804917074,230608.80988038168,277178.88309129374,22.1,77.9,-55.8,F,16.8,16207,Restrictive,No,No,Yes,Fully Illegal,No,No,0,"$166,509","$230,609","$277,179",Strong Republican,Minimal
13001.0,Appling County,GA,GA,147606.7782938514,,,18.7,81.3,-62.6,F,19.1,28501,Permissive,Limited,Limited,Yes,CBD Only,No,No,1,"$147,607",N/A,N/A,Strong Republican,Minimal
